-1.5588	0.033606	0.013715	4.3096	0.2879	0.01666	4.217385	-0.006409	1.641882	-0.516885
-1.5613	0.023522	0.016871	-2.5326	-0.7439	-0.04012	5.017383	-0.014355	-1.996122	-0.86392
-1.5625	0.023124	0.016943	-2.8495	-0.0081	-0.02543	4.886133	0.004537	-5.20476	-0.748549
-1.5635	0.022461	0.01786	-3.7144	-0.0432	-0.01612	4.722061	0.010454	-7.614897	1.845605
-1.5644	0.023142	0.018372	-2.2057	0.813	-0.02382	4.608141	-0.006525	-0.610411	-1.497109
-1.5655	0.025099	0.019178	-1.4767	-0.7442	-0.01334	4.54708	-0.002917	-0.279027	0.845211
3.1385	0.032126	0.02908	-0.8556	-0.5488	0.00822	14.876032	-0.015006	-0.000875	-0.394592
-3.14	0.03124	0.027	-2.7734	-2.1845	-0.01702	14.05419	-0.050617	-2.297742	-0.482865
-3.1398	0.026574	0.0262	-5.7453	2.3769	0.00746	13.901197	-0.04908	-0.537173	-0.540924
-3.1397	0.026159	0.026457	-7.0194	-0.5265	0.00242	13.740364	-0.073995	-2.951018	-0.150697
-3.1392	0.028448	0.026402	-4.22	0.6174	0.02608	13.589196	-0.040486	-0.38814	0.42541
-3.1387	0.029883	0.027755	-2.9659	-0.846	0.02565	13.416162	-0.027192	-2.392627	-0.971565
-1.1973	-0.038719	0.027789	1.236	1.1324	-0.0103	8.838546	-6.436666	0	0
-1.203	-0.03649	0.033053	-0.7402	0.9534	-0.01069	8.539136	-6.319915	0	0
-1.203	-0.028694	0.03402	-2.2507	0.5634	-0.0158	8.548689	-6.30489	0	0
-1.2043	-0.029259	0.031443	-5.1862	0.6232	0.01306	8.678664	-6.375224	0	0
-1.2061	-0.033501	0.031273	-3.5596	-0.0237	-0.02502	8.631126	-6.382345	0	0
-1.2072	-0.039128	0.029022	-1.0846	-0.3658	-0.02703	8.544111	-6.381833	0	0
-3.0102	-0.016869	0.032294	-0.4054	-0.4703	0.00581	8.657838	0.021488	1.399931	4.033923
-3.0087	-0.001113	0.038306	-3.3343	0.6891	-0.00461	6.78185	-0.000396	-2.363127	-0.502818
-3.0092	-0.001645	0.038368	-4.1165	-0.8211	-0.01023	6.594189	0.011574	-1.337613	-0.049794
-3.0093	-0.000171	0.037413	-5.3166	0.6162	0.00069	6.378429	-0.012753	-2.886921	-0.190038
-3.0093	0.002595	0.037535	-4.1766	0.038	-0.00148	6.187329	0.013267	-0.762027	0.146181
-3.0095	0.003539	0.037202	-3.3106	-0.6057	-0.00823	5.980013	0.000626	-1.389042	0.421886
-3.0184	0.039333	0.02313	1.0724	1.2881	0.06566	14.438387	-0.015914	0.972298	-0.773126
-2.9301	0.026351	0.018032	-4.1123	2.2922	0.14943	13.058984	0.023863	-2.035745	0.28238
-2.9229	0.024428	0.016426	-4.4369	1.9753	0.13687	12.864952	0.002149	-2.691035	-0.81422
-2.9157	0.025193	0.015717	-5.5044	2.4408	0.16083	12.670487	0.015276	-3.363509	0.902909
-2.9088	0.027466	0.015465	-5.0551	1.6355	0.13355	12.508998	0.001822	-0.439044	0.79045
-2.902	0.027328	0.015439	-4.0669	0.6528	0.12282	12.285089	-0.000683	-1.886958	-2.833622
-3.0986	0.01316	0.0334	-3.5046	-0.633	-0.07806	16.704455	-0.06712	-8.699583	-2.946532
-3.129	0.025478	0.026784	-2.0812	-1.167	0.09695	13.01067	0.031837	-1.985954	1.41468
-3.1234	0.022441	0.024691	-4.3236	0.798	0.12222	12.789159	-0.002344	-1.153958	0.001325
-3.117	0.021519	0.023183	-5.5184	0.9145	0.14032	12.611701	0.049136	-2.866821	0.341584
-3.1103	0.026396	0.020573	-3.9884	-0.394	0.10429	12.483442	-0.010429	-1.436485	0.214204
-3.1038	0.03298	0.017149	-1.6873	4.008	0.12877	12.350769	0.028676	-12.018031	-8.66308
-0.9606	-0.03606	0.02593	-0.2562	0.37	-0.01453	10.407752	-3.619538	0	0
-0.9407	-0.023989	0.022802	-1.5813	0.4431	0.02347	10.499755	-3.209893	0	0
-0.939	-0.01514	0.028068	-4.7702	1.1488	0.01821	10.15269	-3.030024	0	0
-0.9373	-0.016646	0.033142	-6.3239	0.4607	0.02071	9.773145	-2.928829	0	0
-0.9363	-0.025001	0.032867	-3.886	0.8943	-0.01578	9.245626	-2.786695	0	0
-0.9377	-0.024611	0.03454	-3.2857	0.144	-0.026	8.743816	-2.551355	0	0
-0.1506	0.017413	0.025346	1.3597	-0.2982	0.00145	18.070443	-0.116394	6.915256	-2.866217
-0.1497	0.018347	0.027974	-0.2045	-2.5755	-0.01491	17.615646	-0.091209	-4.127321	1.098017
-0.1508	0.01738	0.030456	-2.8866	1.6358	-0.01389	17.561142	-0.144748	-1.667419	-3.826
-0.152	0.019471	0.032373	-4.1727	-2.1074	-0.02006	17.556732	-0.112603	2.955071	-0.902985
-0.1531	0.020299	0.035023	-1.835	0.3004	-0.00918	17.469929	-0.123589	-2.837517	-0.786425
-0.1551	0.020347	0.036424	-1.4006	-0.938	-0.045	17.469269	-0.122033	1.23272	-0.002108
