0	11.48	0.594	0	0
0.445	11.4	0.598	0	0
0	11.02	0.6025	0	0
0.445	11.11	0.6065	0	0
0	9.69	0.611	0	0
0	10.66	0.615	0	0
0	9.14	0.619	0	0
0	9.18	0.623	0	0
0	9.44	0.6275	0	0
0	9.83	0.6315	0	0
0.445	9.3	0.6355	0	0
0	8.73	0.64	0	0
0	9.15	0.649	0	0
0.445	7.86	0.658	0	0
0	7.95	0.6675	0	0
0	8.49	0.6765	0	0
0	9.1	0.6855	0	0
0	8.25	0.695	0	0
0	8.54	0.704	0	0
0	8.49	0.713	0	0
0	8.47	0.7225	0	0
0	7.14	0.7316	0	0
0	7.59	0.7408	0	0
0	7.56	0.75	0	0
0	6.77	0.7525	0	0
0	7.69	0.755	0	0
0	6.63	0.7575	0	0
0	7.78	0.76	0	0
0	7.97	0.7625	0	0
0	8	0.765	0	0
0	7.78	0.7675	0	0
0.541	7.99	0.77	0	0
0.445	7.28	0.7725	0	0
0	7.79	0.775	0	0
0	7.82	0.7775	0	0
0	6.96	0.78	0	0
0	7	0.7833	0	0
0	6.86	0.7866	0	0
0	6.9	0.79	0	0
0	7.17	0.7933	0	0
0	6.21	0.7966	0	0
0	6.09	0.8	0	0
0	6.49	0.833	0	0
0	6.47	0.866	0	0
0	6.72	0.81	0	0
0	6.56	0.8133	0	0
0	6.09	0.8166	0	0
0	6.93	0.82	0	0
0	6.15	0.8185	0	0
0	6.03	0.817	0	0
0	6.1	0.815	0	0
0	5.84	0.8135	0	0
0	6.13	0.812	0	0
0	5.97	0.81	0	0
0	5.4	0.8085	0	0
0	5.88	0.807	0	0
0	6.18	0.805	0	0
0	5.76	0.8035	0	0
0	5.55	0.802	0	0
0	6.01	0.8	0	0
0	6.03	0.806	0	0
0	5.67	0.812	0	0
0	5.81	0.8175	0	0
0	5.53	0.823	0	0
0	5.88	0.829	0	0
0	5.68	0.835	0	0
0	5.84	0.841	0	0
0	6.81	0.847	0	0
0	5.39	0.8525	0	0
0	5.97	0.857	0	0
0	6.64	0.863	0	0
0	5.77	0.87	0	2
0	5.79	0.865	0	7
0	6.12	0.86	0	12
0	7.07	0.855	0	16
0	5.71	0.85	26.13863983	22
0	5.75	0.845	105.309187	27
0	6.61	0.84	132.3131338	33
0	6.83	0.835	167.0044136	38
0.445	7	0.83	193.2732287	43
0	7.3	0.825	219.8460156	48
0	7.3	0.82	252.0338597	52
0	8.77	0.815	278.6083027	57
0.445	8.35	0.81	309.9633261	61
0	9.04	0.8	340.911984	66
0.445	9.65	0.79	363.8470125	71
0	10.05	0.78	383.9790125	77
0	10.99	0.77	398.4426413	83
0	10.85	0.76	385.7267127	86
0.445	11.62	0.75	420.1916356	97
0	11.31	0.74	384.8420963	93
0.445	11.81	0.73	438.4792171	98
0	11.6	0.72	471.7036685	99
0	13.82	0.71	492.2182024	100
0	11.95	0.7	508.8727814	102
0	12.52	0.69	543.1218424	103
0	12.95	0.6725	561.6288859	105
0	13.63	0.655	576.9261672	107
0.445	13.46	0.6375	591.4584285	110
0.734	14.76	0.62	597.2054345	114
1.31	12.95	0.6125	610.7478462	116
0.734	13.82	0.585	612.2919163	119
0.541	13.36	0.5675	643.7934754	121
0.83	13.84	0.55	643.106284	124
0.445	13.42	0.5325	651.5685497	127
0.926	13.77	0.515	654.739834	128
0	15.78	0.4975	653.0069274	134
0	14.48	0.48	651.6430253	139
0.445	14.8	0.4785	668.3446603	141
1.022	16.72	0.477	668.881596	146
0	14.71	0.475	671.2453027	151
1.598	16.48	0.4735	673.8212908	154
2.462	15.25	0.472	667.665269	158
1.502	17.68	0.47	678.13752	161
0.926	16.28	0.4685	692.8889425	161
2.558	16.72	0.467	710.3171675	159
0.637	18.79	0.465	714.9659593	159
0.541	17.11	0.4635	712.9225367	161
0.637	18.73	0.462	724.8338806	162
0.637	17.05	0.46	727.3798051	166
1.886	16.88	0.454	730.1932169	167
1.694	16.98	0.448	726.7364472	170
1.982	17.46	0.4425	722.3981948	172
1.214	19.16	0.437	733.8261343	170
0.734	18.66	0.431	754.2109161	172
1.502	18.21	0.425	765.7675252	170
1.886	18.96	0.419	753.8623373	173
2.942	19.59	0.413	735.1239359	178
0	17.6	0.4075	757.3405321	177
1.502	18.88	0.402	766.2263831	176
1.214	19.39	0.396	769.3172853	178
1.502	18.07	0.39	773.9164412	175
1.502	20.81	0.3825	782.3823068	176
0.637	20.97	0.375	779.2860377	179
3.519	20.52	0.3675	777.7578775	179
0.926	18.31	0.36	783.6310723	180
3.422	19.42	0.3525	783.9825842	181
0.541	20.17	0.345	784.6934973	182
1.598	18.99	0.3375	778.8080539	182
0.734	22.19	0.33	787.1868704	182
0.734	22.1	0.3225	788.9698453	182
1.022	20.93	0.315	793.4134837	183
2.27	20.48	0.3075	790.1608841	185
1.118	20.49	0.3	794.1762207	185
1.694	21.65	0.3025	793.9596494	182
2.846	22.07	0.305	786.0665202	185
1.598	22.67	0.3075	790.0300742	191
1.406	19.83	0.31	801.2755247	184
0.637	22.62	0.3125	810.6165979	184
1.214	21.03	0.315	770.6843232	193
2.558	20.46	0.3175	781.8942547	197
1.79	21.62	0.32	724.9820874	225
2.942	22.88	0.3225	743.8188024	238
1.31	19.98	0.325	733.8803593	220
4.191	21.55	0.3275	760.6443886	216
2.75	21.57	0.33	720.6721069	203
1.31	23.96	0.3259	754.2657819	210
0.926	22.62	0.3217	421.7773947	224
0.637	23.35	0.3175	539.9208383	304
0.83	23.74	0.313	454.0568617	398
0	21.35	0.309	686.761063	351
2.654	21.86	0.305	282.7939409	322
0.83	23.25	0.301	358.3562398	319
0.83	22.05	0.2967	740.7084298	284
2.462	22.49	0.2925	506.5436385	272
3.807	21.7	0.2884	657.1565236	272
1.886	23.16	0.2842	751.9118231	216
0.83	22.24	0.28	777.381029	191
3.134	21.81	0.2725	739.1349402	186
1.694	22.16	0.265	743.0581289	187
2.078	22.17	0.2575	744.7219725	179
1.118	22.01	0.25	761.8793044	179
1.022	22	0.2425	724.1764398	185
2.078	21.98	0.235	661.6510516	179
0.445	23.69	0.2275	664.9803825	185
0.637	22.19	0.22	693.5517855	186
2.654	22.83	0.2125	684.8038513	185
0.734	22.85	0.205	677.5755043	178
1.31	23.08	0.1975	675.0177084	172
0.83	21.58	0.19	658.5288473	170
2.654	23.8	0.1933	656.1118589	168
0.83	22.73	0.1966	634.2321769	166
0.926	23.6	0.2	613.3493254	167
1.502	22.14	0.2033	593.4924568	166
4.863	23.09	0.2066	597.5519435	162
0.734	22.92	0.21	585.8724509	154
1.982	21.9	0.2133	573.8452332	151
1.214	21.27	0.2166	569.0303155	150
1.022	22.74	0.22	558.3211859	148
2.846	22.52	0.2233	539.1453835	147
