280.0897952	280.0803641	280.0803541	280.089804	279.4144004
279.2253975	279.2147091	279.2146953	279.2254094	278.5149462
278.8943223	278.8842852	278.8842771	278.8943276	278.2250832
278.1285319	278.1180433	278.1180331	278.1285403	277.4431788
277.9631758	277.9537051	277.9536979	277.9631802	277.320005
277.8969192	277.8879779	277.8879732	277.8969208	277.2605813
277.4059118	277.3962668	277.3962617	277.4059159	276.7462997
276.9717901	276.9620324	276.9620287	276.9717932	276.3159985
276.6620816	276.6525008	276.6525	276.662082	276.0047212
276.2712952	276.2615002	276.2614981	276.2712969	275.6004127
276.1231265	276.1135852	276.1135736	276.1231277	275.4614986
275.9822323	275.9728367	275.972829	275.9822336	275.3277858
276.1406811	276.1318757	276.1318755	276.1406804	275.5172217
276.4511406	276.4516469	276.4642858	276.451089	275.9076555
283.0136373	277.7362945	277.9365383	277.7591418	277.7059972
292.017993	280.7917621	281.9229625	281.1593002	282.4694153
298.7933472	285.2812012	287.8544295	285.9808863	289.5091708
301.7720883	289.5110714	292.7286187	289.9741795	294.7929909
305.5868584	292.6631718	296.8486426	292.7934113	299.7050465
306.311734	294.1608465	299.1731814	294.0586895	302.318976
307.792969	296.6697152	302.5125114	296.4028274	305.8605059
307.4195237	297.9236546	304.1894226	297.5304285	307.6648063
307.7546807	299.8224325	306.5375742	299.314311	309.984963
307.7299006	300.8662904	308.5323163	300.2372135	312.4565948
306.6845708	301.7233097	309.7765847	301.0049354	313.8232089
305.3391577	302.5227198	310.7365801	301.7312626	314.8142715
304.8208631	303.9331045	312.8971012	302.9765346	317.2652653
303.52495	304.0299559	312.4277395	303.0899156	316.5566366
303.5780064	304.8179409	312.7018118	303.328582	316.8813388
303.2138682	305.6642113	310.8275617	303.0414298	314.2318878
306.1687061	310.0898067	313.2041963	306.0443728	316.9156507
304.7893957	310.0249117	311.2002763	304.7652151	314.8388886
303.9731911	312.1895994	311.4351858	304.0200972	315.2853048
304.405195	314.0214636	311.382091	304.5405293	315.01646
303.8606847	313.8884575	309.6961603	304.0521162	312.8689681
302.9966033	313.6199684	307.9027663	303.2415507	310.9435219
301.9095097	313.002947	305.9735749	302.2285868	308.7236238
301.3791355	312.941239	304.6496619	301.7840181	307.1020179
300.1393471	310.8565256	302.3829857	300.5951562	304.2164021
298.4143206	306.5094157	299.756752	298.9086772	300.6688767
296.2571136	300.1876469	296.9576751	296.6826679	296.9572978
294.2100619	295.5559557	294.5752968	294.4450041	294.181752
291.8224673	292.1509757	291.9541476	291.9286454	291.2116548
290.1600541	290.2332389	290.1896428	290.1927528	289.4642165
289.3267065	289.3350836	289.3266097	289.3341358	288.6938998
288.7614892	288.756574	288.7548988	288.7630723	288.1360121
287.717038	287.7077359	287.7072979	287.7174657	287.0297784
286.260143	286.2485262	286.2483842	286.2602812	285.5068395
285.5080715	285.4974035	285.4973543	285.5081128	284.8176443
285.3139595	285.3046063	285.3045792	285.3139734	284.6547989
285.5453355	285.5372433	285.5372387	285.5453377	284.9432465
286.1441441	286.1371095	286.1371138	286.1441404	285.581869
286.0693024	286.061745	286.061746	286.0693014	285.4996795
286.0563172	286.0489286	286.0489262	286.0563168	285.4999237
286.1308741	286.1236478	286.1236478	286.1308738	285.5791124
286.0385335	286.0311146	286.0311122	286.0385351	285.4743167
