0.445	9.3	0.6355	0	0
0	8.49	0.6765	0	0
0	8.47	0.7225	0	0
0	7.69	0.755	0	0
0	7.78	0.7675	0	0
0	6.96	0.78	0	0
0	6.21	0.7966	0	0
0	6.56	0.8133	0	0
0	6.1	0.815	0	0
0	5.88	0.807	0	0
0	6.03	0.806	0	0
0	5.68	0.835	0	0
0	6.64	0.863	0	0
0	5.71	0.85	26.13863983	22
0	7.3	0.825	219.8460156	48
0.445	9.65	0.79	363.8470125	71
0	11.31	0.74	384.8420963	93
0	12.52	0.69	543.1218424	103
1.31	12.95	0.6125	610.7478462	116
0.926	13.77	0.515	654.739834	128
0	14.71	0.475	671.2453027	151
2.558	16.72	0.467	710.3171675	159
1.886	16.88	0.454	730.1932169	167
1.502	18.21	0.425	765.7675252	170
1.214	19.39	0.396	769.3172853	178
0.926	18.31	0.36	783.6310723	180
0.734	22.1	0.3225	788.9698453	182
2.846	22.07	0.305	786.0665202	185
2.558	20.46	0.3175	781.8942547	197
2.75	21.57	0.33	720.6721069	203
0	21.35	0.309	686.761063	351
3.807	21.7	0.2884	657.1565236	272
2.078	22.17	0.2575	744.7219725	179
0.637	22.19	0.22	693.5517855	186
2.654	23.8	0.1933	656.1118589	168
0.734	22.92	0.21	585.8724509	154
1.502	22.08	0.2266	531.4992833	142
0.445	22.82	0.237	475.7111946	123
0.734	21.56	0.245	394.1942357	100
1.886	21.6	0.26	247.4858017	82
0.83	20.39	0.285	36.87817206	53
0.926	19.88	0.31	0	14
1.022	19.34	0.343	0	0
0.83	18.5	0.377	0	0
2.75	17.99	0.4025	0	0
1.118	17.6	0.4231	0	0
0.734	16.66	0.443	0	0
0	14.52	0.46	0	0
0.445	15.23	0.476	0	0
0.445	14.48	0.493	0	0
0.445	15.88	0.51	0	0
0.637	15.89	0.526	0	0
1.214	15.67	0.543	0	0
1.31	15.37	0.56	0	0
0.541	15.69	0.56	0	0
1.118	15.15	0.56	0	0
